uid:a58cce7af4ad6855fea778b3;name:靠山居艺墅7幢;address:北京市房山区靠山居艺墅7幢;lat:39.808992;lng:116.219868
uid:1880f1935cc75e1d79b55c49;name:京华园;address:北京市通州区次渠大街12号;lat:39.808497;lng:116.593625
uid:6a9d352b9d315b5f9703197d;name:次渠怡芳园小区1号楼;address:潞西路次渠怡芳园小区附近;lat:39.807634;lng:116.590759
uid:8cba4bb004a39d84ad04576a;name:北京市通州区台湖镇京华园12号院;address:北京市通州区次渠大街;lat:39.808009;lng:116.593274
uid:acffb327df546729adcb667f;name:华馨园9号楼;address:台湖镇华馨园小区9号楼;lat:39.809345;lng:116.591477
uid:e645cf94807657911d1d1170;name:华馨园7号楼;address:台湖镇华馨园小区7号楼;lat:39.80995;lng:116.590091
uid:805d9d521acd114b5abbbcab;name:次渠怡芳园小区5号楼;address:潞西路附近;lat:39.808347;lng:116.590663
uid:8ede6ce5b293a2645cbe869b;name:华馨园小区5号楼;address:台湖镇华馨园小区5号楼;lat:39.80967;lng:116.590287
uid:6583679be9e88897c61e5127;name:华馨园小区10号楼;address:北京市通州区次渠大街19号;lat:39.80969;lng:116.591439
uid:de345e4493fd22362efaa7b0;name:北京联成房地产开发有限公司;address:北京市通州次渠建筑公司附近;lat:39.808588;lng:116.610251
uid:6236c7522ba0e4ddd1f49eaa;name:北大化118号;address:张采路北京五木服装有限责任公司附近;lat:39.800757;lng:116.706717
uid:089d1c1304e8ae82873304e0;name:北大化557号;address:北大化路与张采路交叉口东150米;lat:39.803291;lng:116.709119
uid:b57a0c5076d055bfa8f7298e;name:北京电子商务园区;address:北京市通州区张采路;lat:39.801645;lng:116.707636
uid:9b65ef16bfd78d8ff50e772e;name:靛庄村一区16号;address:小靛路与许靛路交叉口西150米;lat:39.809793;lng:116.769995
uid:4503814abcc441a86849f3cf;name:泰晤士印象;address:通州京哈高速（G1）朗府出口右转200米;lat:39.803778;lng:116.848944
uid:f0f64961b4ff5bbd8733047f;name:北京西集房地产开发有限公司;address:政府路附近;lat:39.805594;lng:116.842077
uid:ba3eea0b1bbe47d900ff2da2;name:绿地国宝21城;address:河北省廊坊市香河县S274;lat:39.801961;lng:117.089372
uid:82c69a94dca70b3313293586;name:永定佳苑;address:北京市丰台区朱家坟5里1号院;lat:39.815986;lng:116.202692
uid:bd5046e8b6461241d72ce205;name:朱家坟一里;address:北京市丰台区云岗路;lat:39.813143;lng:116.20096
uid:1595238e0839cccdf72310c2;name:朱家坟一里22号楼;address:北京市丰台区朱家坟一里22号楼;lat:39.812074;lng:116.200824
uid:8299cad5adac3aa7b220a8e4;name:朱家坟一里25号楼;address:北京市丰台区朱家坟一里25号楼;lat:39.811384;lng:116.200646
uid:b96848e0d9210884d1f49eea;name:朱家坟一里26号楼;address:北京市丰台区朱家坟一里26号楼;lat:39.814101;lng:116.201845
uid:0f0b529632f6fdeb94ec8481;name:朱家坟一里21号楼;address:北京市丰台区朱家坟一里21号楼;lat:39.812142;lng:116.201539
uid:eac9dec05f27328329fc48e8;name:朱家坟一里23号楼;address:北京市丰台区朱家坟一里23号楼;lat:39.811705;lng:116.200456
uid:8a41e4810fe4a5b0d8ecedfe;name:朱家坟一里13号楼;address:北京市丰台区;lat:39.812419;lng:116.200874
uid:7642cc4f0368410b09b93a2a;name:朱家坟一里17号楼;address:北京市丰台区朱家坟一里17号楼;lat:39.813465;lng:116.201658
uid:41d2b0de9c4e5c44ae31e59c;name:朱家坟一里16号楼;address:北京市丰台区朱家坟一里16号楼;lat:39.813853;lng:116.20145
uid:916c92d280459b8fdf1e52f5;name:赵辛店村500号;address:G4京港澳高速附近;lat:39.813176;lng:116.211277
uid:db1c74c06b777db9ad31e5d0;name:大宁山庄二区1号楼;address:北京市房山区大宁山庄二区1号楼;lat:39.816901;lng:116.218072
uid:3670496d395a313128201a36;name:大宁山庄四区1号楼;address:北京市房山区大宁山庄四区1号楼;lat:39.816047;lng:116.218033
uid:1007cf9383e2ec7a09b93a67;name:长龙苑43号楼;address:北京市房山区长龙苑43号;lat:39.814105;lng:116.218476
uid:69f3accfd029c985c9e33c0b;name:长龙苑1号楼;address:高宁路北100米;lat:39.812977;lng:116.218559
uid:97de14a10b720edc4054d7d9;name:长龙苑2号楼;address:北京市房山区长龙苑2号;lat:39.812985;lng:116.218586
uid:a04e023790c05ed98505bf7c;name:长龙苑33号楼;address:北京市房山区长龙苑33号;lat:39.813583;lng:116.219878
uid:3182b4cf832d3396d6851fad;name:大宁山庄二区3号楼;address:北京市房山区大宁山庄二区3号楼;lat:39.816521;lng:116.218709
uid:ce4a8db40476035aab0dd88d;name:长龙苑6号楼;address:北京市房山区长龙苑6号;lat:39.813341;lng:116.218481
uid:b092dff3294166de6168588b;name:大宁山庄四区3号楼;address:北京市房山区大宁山庄四区3号楼;lat:39.816036;lng:116.219621
uid:f2e1175ee2546a7143afe637;name:大宁山庄;address:房山区京石高速首出口路南;lat:39.817409;lng:116.221387
uid:108b1cea918508d23486f4b3;name:靠山居艺墅;address:长韩路6号;lat:39.810959;lng:116.220554
uid:083a55fa3fd41379246e98c6;name:长龙苑;address:卢沟桥畔，长辛店西500米;lat:39.813639;lng:116.220318
uid:0b2ec7ab8f301ea948cc4a6c;name:温庄子家园;address:北京市房山区大宁山庄;lat:39.814628;lng:116.224157
uid:2d56cc58ebb415ff9cf77996;name:长龙苑37号楼;address:北京市房山区长龙苑37号;lat:39.813569;lng:116.222902
uid:720a72f6bb321cdfc91b95ee;name:长龙苑38号楼;address:北京市房山区长龙苑38号;lat:39.813924;lng:116.222408
uid:daeaf3f5155730f8f8dc853e;name:长龙苑35号楼;address:长阳镇长龙苑35号楼;lat:39.813213;lng:116.220113
uid:1428b7730427c164441a32bf;name:长龙苑41号楼;address:北京市房山区长龙苑41号;lat:39.814051;lng:116.220837
uid:cb4554c2db3d756c5cd4fe44;name:大宁山庄四区4号楼;address:北京市房山区大宁山庄四区4号楼;lat:39.816014;lng:116.220298
uid:08e80ac6b8543be8e115f934;name:大宁山庄C19号楼;address:北京市房山区长阳镇大宁山庄;lat:39.817815;lng:116.223854
uid:18331ae83e34b2d2e21103c3;name:欣葆家园;address:北京市丰台区葆台北路8号院;lat:39.810483;lng:116.293927
uid:8bccc75a5284d6f1cac3db57;name:大溪地;address:北京市丰台区丰葆路168号世界公园南侧;lat:39.810856;lng:116.29572
uid:526deadbd42a43beebe582f9;name:欣葆家园一区;address:北京市丰台区芦花路附近;lat:39.81094;lng:116.293477
uid:c386d913293ca4186849f3e2;name:大溪地别墅区;address:北京市丰台区葆台北路6号;lat:39.812693;lng:116.295563
uid:b22e58fbb827a91701897295;name:融园;address:葆台北路3号融园附近;lat:39.812827;lng:116.294894
uid:2c23f5c8a1f06ac24f3a597b;name:泰国村;address:北京市丰台区花乡丰葆路158号世界公园国际街内;lat:39.819642;lng:116.294551
uid:5cdf295d29df351f744ff106;name:葆台小区;address:北京市北京市丰台区;lat:39.811142;lng:116.292585
uid:1bdc7ca713ac98ae00ff2df7;name:葆台北路6号院1区6号楼;address:北京市丰台区花乡丰葆路大溪地6号院一区6号楼;lat:39.812294;lng:116.295108
uid:7f9cff464f0174ad0f0e6bcc;name:TOHO;address:丰台区世界公园南;lat:39.811217;lng:116.294147
uid:c849526ee02f0d4240afe6b5;name:悉尼铁桥;address:花乡丰葆路158号世界公园亚洲景区内;lat:39.815275;lng:116.296614
uid:dd7ba554b6cc2883a7c75604;name:北京方向;address:北京市丰台区西南四环科丰桥南1000米路东;lat:39.819685;lng:116.306397
uid:d146b3889b61a5de74026904;name:北京国际花园;address:北京市丰台区丰葆路168号;lat:39.819176;lng:116.301454
uid:5b64ac4cb0b823693be4a6f3;name:新方向家园;address:花乡郭公庄中街20号院;lat:39.819658;lng:116.306422
uid:62ba1d13794f53550c0e6b3f;name:吉艾花园;address:郭公庄709;lat:39.812196;lng:116.303265
uid:750ec16566995a2b4c3a5904;name:花乡世界名园;address:北京市郭公庄711号花乡世界名园;lat:39.810274;lng:116.304189
uid:36fa130f015e86ce96ec8452;name:京投银泰万科西华府;address:西南四环科丰桥南地铁郭公庄站西南100米;lat:39.819936;lng:116.310895
uid:9d16ececa56b4a85921fc988;name:郭公庄701号;address:樊羊路附近;lat:39.814532;lng:116.310759
uid:f9000f4f6f97c1fcb11e36d5;name:新发地市场经营者乐园;address:北京市丰台区新发地农产品批发市场;lat:39.816436;lng:116.336062
uid:e00cdf159f746a311d1d11ca;name:经营者家园;address:北京市丰台区新发地经营者乐园;lat:39.815703;lng:116.335779
uid:cb173a44ca784bd8d618b725;name:经营者家园16号楼;address:北京市丰台区经营者家园16号楼;lat:39.816485;lng:116.335551
uid:d23ba88718bdcbadfea7786a;name:经营者乐园1号楼;address:北京市丰台区经营者乐园1号楼;lat:39.815081;lng:116.336543
uid:308cde99341d44624afd3fa4;name:新发地市场经营者乐园19号楼;address:北京市丰台区经营者乐园小区19号楼;lat:39.816845;lng:116.335355
uid:b1f7141be7411ffc725e8038;name:经营者乐园11号楼;address:北京市丰台区经营者家园11号楼;lat:39.81609;lng:116.335799
uid:387ab004d6c35d9bc33644a9;name:经营者家园15号楼;address:北京市丰台区经营者家园15号楼;lat:39.816496;lng:116.335117
uid:d272985c3c4e6b5d1fe99965;name:经营者家园4号楼;address:北京市丰台区经营者家园4号楼;lat:39.81559;lng:116.335676
uid:820207f7312b142696f08c76;name:经营者乐园17号楼;address:北京市丰台区经营者家园17号楼;lat:39.816482;lng:116.336061
uid:3ea5f2569b4162ad882fb5eb;name:经营者家园5号楼;address:北京市丰台区;lat:39.815089;lng:116.334693
uid:617659b40312234571210bfa;name:期颐百年;address:京开高速与京良公路交汇处西北侧;lat:39.813268;lng:116.34434
uid:ebc8d74503a8d5005cbe860e;name:期颐百年北区;address:北京市丰台区黄陈路;lat:39.814861;lng:116.343164
uid:2139ea189288ffdb354aaed4;name:九龙口1号;address:北京市大兴区西红门黄陈路九龙假日俱乐部;lat:39.811417;lng:116.350685
uid:860a9687df31154c76e5b6eb;name:潘家庙558号;address:北京市丰台区新村街道京开路海子公园南100米;lat:39.818582;lng:116.357679
uid:66192d76fcc5365582288aa1;name:北京悦达公寓;address:北京大兴区九龙山庄附近;lat:39.810783;lng:116.35625
uid:ae5fbf6567bc5c16d3f49e5b;name:翠海明苑;address:丰台区南四环玉泉营新宫村12号;lat:39.815368;lng:116.367323
uid:30776e7b8ca469025fd4feeb;name:新宫家园北区;address:槐房西路附近;lat:39.819836;lng:116.369777
uid:7d35268c2ee228f980a00ca1;name:中福丽宫品牌基地2号楼;address:北京市新宫村南路8号;lat:39.815878;lng:116.362945
uid:02d40e0e884066ebb75f1e4f;name:新宫家园;address:北京市丰台区槐房西路;lat:39.816123;lng:116.369201
uid:04329b59aaa44001f33cba4b;name:翠海明苑南区;address:北京市丰台区新宫村12号;lat:39.813793;lng:116.366351
uid:c4143b1bcefddcd2fea7787f;name:翠海明苑北区;address:新宫村12号;lat:39.814345;lng:116.365638
uid:909f38b9fd2ea041715e80d6;name:翠海明苑4号楼;address:北京市丰台区翠海明苑小区4号楼;lat:39.816544;lng:116.367083
uid:7df1c34dec997135704b8733;name:翠海明苑7号楼;address:北京市丰台区翠海明苑小区7号楼;lat:39.816291;lng:116.367642
uid:7b67f95ac0821741e6e9659f;name:翠海明苑5号楼;address:北京市丰台区翠海明苑小区5号楼;lat:39.816168;lng:116.365827
uid:2c7946c26e6c553f882fb5cc;name:翠海明苑2号楼;address:北京市丰台区南苑街道槐房西路翠海明苑北区;lat:39.816945;lng:116.367684
uid:dfa9f8249f28f45ab13c81da;name:南庭新苑北区;address:北京市丰台区槐房西路316号院;lat:39.812824;lng:116.375557
uid:7e410c17fe77ab6c57bfff2a;name:南庭新苑;address:北京市丰台区槐房西路316号;lat:39.811502;lng:116.375322
uid:cac5fc7613b80ef32cb96d04;name:诚苑中里;address:北京市丰台区五爱屯南苑西路,南苑公园西侧;lat:39.811701;lng:116.379858
uid:5feab9727ad289170b1cc711;name:南苑西路56号楼;address:北京市丰台区;lat:39.817523;lng:116.371854
uid:62832c68dc582a68593ac813;name:诚苑中里16号楼;address:北京市丰台区诚苑中里16号楼;lat:39.812435;lng:116.379046
uid:48048ccaaf58a061e812e41c;name:诚苑中里13号楼;address:北京市丰台区诚苑中里13号楼;lat:39.812429;lng:116.379872
uid:2fb9d93a6db9da156fc02c98;name:诚苑南里3号楼;address:南苑诚苑南里附近;lat:39.810252;lng:116.379881
uid:45667b9e0bd68b4a84330480;name:诚苑中里14号楼;address:南苑和义南苑西路;lat:39.812427;lng:116.379539
uid:a2ee423bbaeb0e0e03ec01c4;name:聊城五金D区;address:北京市丰台区聊城五金;lat:39.817492;lng:116.370329
uid:4897b9d9360341cd9e9d6869;name:诚苑中里25号楼;address:北京市丰台区南苑街道南苑西路诚苑中里24号楼;lat:39.81148;lng:116.378592
uid:541a076a07f35fde16c9050d;name:大泡子四号楼;address:北京市丰台区;lat:39.816779;lng:116.386066
uid:8d7a42021f024ba2abf0cd13;name:诚苑南里2号楼;address:南苑诚苑南里附近;lat:39.810483;lng:116.380065
uid:aa03459399b2b659badf8f36;name:槐房南里300号楼;address:北京市丰台区槐房南里300号院;lat:39.818673;lng:116.380307
uid:40570450366ef00eb45f1e57;name:李家庄52号;address:南苑西路11号附近;lat:39.811556;lng:116.382346
uid:bca4a0673f8e4fdb31f71d23;name:李家庄1号;address:南苑西路与五爱屯西街交叉口东南角;lat:39.810637;lng:116.382899
uid:1e1d2ad82ee8b9a7220220ef;name:诚苑中里29号楼;address:南苑和义南苑西路;lat:39.811697;lng:116.380752
uid:a8223c029b30224b8b2fb5ea;name:南苑植物油厂167号楼;address:北京市丰台区;lat:39.818693;lng:116.381032
uid:0c7483b8512298ba22f0178f;name:诚苑中里31号楼;address:诚苑中里 附近;lat:39.81157;lng:116.381007
uid:a7711482a7c325d482288a2e;name:南苑植物油厂157号楼;address:北京市丰台区;lat:39.81873;lng:116.381782
uid:3d79db484f324f07eaf853a9;name:飞腾家园13号楼;address:五爱屯西街3号院;lat:39.810266;lng:116.381339
uid:4613201aae008c90fb2d6162;name:凯成公寓;address:北马路6号;lat:39.812837;lng:116.39535
uid:358cda99b54bc1be59f6be9f;name:经纬之家青年公寓;address:北马路6号;lat:39.812882;lng:116.395359
uid:9279105aa4025c3d08ccddf9;name:新华里2号院6号楼;address:北京市丰台区新华里2号院内;lat:39.816552;lng:116.398719
uid:1c3fe3ce94e73fc7593ac851;name:新华里2号院5号楼;address:大红门南路新华里2号附近;lat:39.816246;lng:116.399536
uid:becb618b146bc914eaf85378;name:新华北里7号楼;address:大红门南路新华里2号附近;lat:39.816682;lng:116.398322
uid:fbba9d9a0d8b9f3ce0110369;name:新华北里4号楼;address:北京市丰台区新华里2号院内;lat:39.81664;lng:116.399489
uid:6c8c422a6aa7da874354d790;name:新华里2号2号楼;address:北京市丰台区;lat:39.816276;lng:116.399984
uid:e05f573b53ace6a1ee74f8d6;name:新华路1号院2号楼;address:北京市丰台区南苑街道新华路1号院南苑北里西50米;lat:39.814495;lng:116.399944
uid:4f0f667b794088f24d55474b;name:新华路1号院3号楼;address:大红门南路西侧新华路1号院;lat:39.814335;lng:116.399751
uid:2f53ff80f88e3a37a7c7567e;name:和义南苑北里小区;address:龙和路和南苑路交界;lat:39.81574;lng:116.406331
uid:6bfb026e7bda59bf4bcc4a0f;name:南苑北里二区;address:北京市丰台区南苑龙和路北;lat:39.814929;lng:116.407793
uid:43b7e8890395d76958f6becd;name:南苑北里三区;address:北京市丰台区大红门桥南1500米南中轴路西;lat:39.815594;lng:116.403018
uid:0912bf8d18653a27931fc982;name:和义西里四区;address:丰台区木樨园往南3公里;lat:39.81958;lng:116.404024
uid:414795fa1a69d35088fc0632;name:南苑北里一区;address:丰台区南苑龙和路北;lat:39.816482;lng:116.405236
uid:e23c1776e0b70917eee4a5c8;name:南苑北里四区;address:北京市丰台区龙和路;lat:39.813961;lng:116.401845
uid:2f3b7c0c580fc0d42cb9081d;name:瑞荣大厦;address:南苑北里二区6号楼;lat:39.814207;lng:116.407713
uid:d4034eb31be2bcf5c03644cc;name:新华里2号;address:大红门南路附近;lat:39.816126;lng:116.400398
uid:6a1f80c66273e5d943e19236;name:和义西里四区7号楼;address:北京市丰台区和义西里四区7号楼;lat:39.819528;lng:116.402187
uid:87f0d017133d78b7eaf8537a;name:南苑北里三区22号楼;address:北京市丰台区南苑路;lat:39.817329;lng:116.401637
uid:9b2d84f9d0b28c7ea30464a8;name:和义东里小区;address:南苑路;lat:39.81981;lng:116.412166
uid:ea2c3aa1bc3db4fcb7147f7e;name:和义东里二区;address:北京市丰台区南苑路和义派出所东南侧;lat:39.819802;lng:116.412829
uid:94ec25efc7df0b2cf33cba4c;name:和义东里六区;address:和义东里小区6区1号楼;lat:39.819232;lng:116.411573
uid:268a90104c95a1003586f415;name:西洼地5号楼;address:南苑东路5号;lat:39.812118;lng:116.414052
uid:7c5e6cb9b46a95233310af60;name:三角地47号楼;address:北京市丰台区三角地47号楼;lat:39.811754;lng:116.418183
uid:807a51d7465c4ec993114c15;name:和义东里二区6号楼;address:北京市丰台区;lat:39.81952;lng:116.41477
uid:3bcbc3db0b1e70a2a8059d83;name:和义东里二区2号楼;address:北京市丰台区和义东里二区2号楼;lat:39.819453;lng:116.415759
uid:baa292f5f4d2c9e8f942b25c;name:和义东里二区5号楼;address:北京市丰台区和义东里二区5号楼;lat:39.818332;lng:116.415763
uid:c8ed93e1b277c2610289724c;name:和义东里二区18号楼;address:北京市丰台区和义东里二区18号楼;lat:39.818644;lng:116.413084
uid:fa682d94320354dd40afe6e8;name:和义东里二区4号楼;address:北京市丰台区和义东里二区4号楼;lat:39.818725;lng:116.415751
uid:637df60aed28f90f40afe6da;name:东高地小区;address:北京市丰台区东高地斜街2号;lat:39.813408;lng:116.427525
uid:d7fd2ad3fa5f0d540bccdd04;name:三角地;address:东高地三角地小区;lat:39.812537;lng:116.420117
uid:6b862fe5e56bd748b03c814f;name:益丰园;address:北京市丰台区益丰园1号楼;lat:39.815724;lng:116.422848
uid:e8ada70c25b932fe3a13fd86;name:东高地58号楼;address:北京市丰台区;lat:39.811692;lng:116.429407
